type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,Cal_Capacity
charge,[2.01e+03 7.00e+00 2.80e+01 2.30e+01 1.30e+01 7.96e-01],4,47,49,50,00050.csv,,,,1.3665400804913874
discharge,[2.0100e+03 7.0000e+00 2.9000e+01 2.0000e+00 1.4000e+01 2.9703e+01],4,47,50,51,00051.csv,0,,,0.6546828083733334
charge,[2.0100e+03 7.0000e+00 2.9000e+01 2.0000e+00 5.5000e+01 5.2843e+01],4,47,51,52,00052.csv,,,,0.7132411071207517
discharge,[2010.       7.      29.       5.      57.      18.515],4,47,52,53,00053.csv,1.3394234405932892,,,1.3764031379517465
charge,[2010.       7.      29.       7.      27.      57.484],4,47,53,54,00054.csv,,,,1.3433253048366391
discharge,[2010.       7.      29.      10.      29.      29.765],4,47,54,55,00055.csv,1.2849157142560723,,,1.3255854689189193
charge,[2010.       7.      29.      11.      56.      11.593],4,47,55,56,00056.csv,,,,1.3314020290716166
discharge,[2010.       7.      29.      14.      57.      39.921],4,47,56,57,00057.csv,1.281719159327807,,,1.314717049218265
charge,[2010.       7.      29.      16.      59.      23.625],4,47,58,59,00059.csv,,,,1.3132694644913951
discharge,[2010.       7.      29.      20.      36.      49.093],4,47,60,61,00061.csv,1.2600051642942829,,,1.300402176398378
charge,[2.0100e+03 7.0000e+00 2.9000e+01 2.2000e+01 2.0000e+00 1.5765e+01],4,47,61,62,00062.csv,,,,1.3133456815720477
discharge,[2.0100e+03 7.0000e+00 3.0000e+01 1.0000e+00 3.0000e+00 4.8203e+01],4,47,62,63,00063.csv,1.266070385993126,,,1.2985661661875
charge,[2.0100e+03 7.0000e+00 3.0000e+01 2.0000e+00 2.8000e+01 4.1125e+01],4,47,63,64,00064.csv,,,,1.3070824400339123
discharge,[2010.       7.      30.       5.      30.      13.453],4,47,64,65,00065.csv,1.2413590294280803,,,1.2819688415877686
charge,[2010.       7.      30.       6.      54.      35.109],4,47,65,66,00066.csv,,,,1.2890634244506662
discharge,[2010.       7.      30.       9.      56.       7.796],4,47,66,67,00067.csv,1.2298873703485311,,,1.2703786978177085
charge,[2010.       7.      30.      11.      19.      35.093],4,47,67,68,00068.csv,,,,1.2759700772966296
discharge,[2010.       7.      30.      14.      21.       3.875],4,47,68,69,00069.csv,1.228088614506696,,,1.264878437805714
charge,[2010    7   30   16   20    6],4,47,70,71,00071.csv,,,,1.2626809622980606
discharge,[2010.       7.      30.      19.      57.      28.859],4,47,72,73,00073.csv,1.2139857189070042,,,1.254660483117816
charge,[2010.       7.      30.      21.      20.      14.843],4,47,73,74,00074.csv,,,,1.2679493004047373
discharge,[2010.       7.      31.       0.      21.      41.812],4,47,74,75,00075.csv,1.2173435064564189,,,1.253845229569243
charge,[2.0100e+03 7.0000e+00 3.1000e+01 1.0000e+00 4.3000e+01 5.7734e+01],4,47,75,76,00076.csv,,,,1.260029848419749
discharge,[2010.       7.      31.       4.      45.      24.171],4,47,76,77,00077.csv,1.2073445944515917,,,1.2440791149171542
charge,[2010.       7.      31.       6.       7.       5.562],4,47,77,78,00078.csv,,,,1.2515746299589199
discharge,[2010.       7.      31.       9.       8.      38.406],4,47,78,79,00079.csv,1.18804049227045,,,1.228615454320513
charge,[2010.       7.      31.      10.      29.      39.359],4,47,79,80,00080.csv,,,,1.2360835074131158
discharge,[2010.       7.      31.      13.      31.       7.296],4,47,80,81,00081.csv,1.186304749886542,,,1.2268037518650796
charge,[2010.       7.      31.      15.      27.      42.562],4,47,82,83,00083.csv,,,,1.2232748354178469
discharge,[2010.       8.       3.      15.      52.      53.046],4,47,84,85,00085.csv,1.2613935471028506,,,1.2982901571290426
charge,[2010.       8.       3.      17.      52.      22.375],4,47,86,87,00087.csv,,,,1.3249927528918046
discharge,[2010.       8.       3.      21.      29.      43.953],4,47,88,89,00089.csv,1.2648246158850653,,,1.3059425415372996
charge,[2010.       8.       3.      22.      54.      43.062],4,47,89,90,00090.csv,,,,1.3146929281140423
discharge,[2.0100e+03 8.0000e+00 4.0000e+00 1.0000e+00 5.6000e+01 1.2734e+01],4,47,90,91,00091.csv,1.2466494548982199,,,1.2835588551594204
charge,[2010.      8.      4.      3.     19.     23.25],4,47,91,92,00092.csv,,,,1.2735091165223145
discharge,[2010.       8.       4.       6.      20.      57.078],4,47,92,93,00093.csv,1.2333924152795082,,,1.2701143257966763
charge,[2010.       8.       4.       7.      43.      19.828],4,47,93,94,00094.csv,,,,1.2777023433782249
discharge,[2010.      8.      4.     10.     44.     49.39],4,47,94,95,00095.csv,1.2129250072037692,,,1.253786237428289
charge,[2010.       8.       4.      12.       6.      28.531],4,47,95,96,00096.csv,,,,1.2583649891469915
discharge,[2010.       8.       4.      15.       7.      58.828],4,47,96,97,00097.csv,1.1999106597943647,,,1.2371683581546187
charge,[2010.       8.       4.      17.       4.      33.625],4,47,98,99,00099.csv,,,,1.235670251607765
discharge,[2010.     8.     4.    20.    41.    59.5],4,47,100,101,00101.csv,1.1902559038393383,,,1.2313832034642498
charge,[2.0100e+03 8.0000e+00 4.0000e+00 2.2000e+01 2.0000e+00 3.3781e+01],4,47,101,102,00102.csv,,,,1.2424569826102823
discharge,[2.010e+03 8.000e+00 5.000e+00 1.000e+00 4.000e+00 3.312e+00],4,47,102,103,00103.csv,1.1892563795455853,,,1.2297617432719834
charge,[2.0100e+03 8.0000e+00 5.0000e+00 2.0000e+00 2.3000e+01 3.5171e+01],4,47,103,104,00104.csv,,,,1.2338069775420213
discharge,[2010.       8.       5.       5.      25.       7.906],4,47,104,105,00105.csv,1.167069685125939,,,1.2117950000000002
charge,[2010.       8.       5.       6.      44.       4.281],4,47,105,106,00106.csv,,,,1.2186422210753531
discharge,[2010.      8.      5.      9.     45.     36.39],4,47,106,107,00107.csv,1.1615348403090369,,,1.202330073748702
charge,[2010.       8.       5.      11.       4.      13.765],4,47,107,108,00108.csv,,,,1.2082263641475002
discharge,[2010.       8.       5.      14.       5.      44.828],4,47,108,109,00109.csv,1.1555563844349988,,,1.1964360410988817
charge,[2010.       8.       5.      15.      59.      42.062],4,47,110,111,00111.csv,,,,1.1937149518814982
discharge,[2010.       8.       5.      19.      37.       8.125],4,47,112,113,00113.csv,1.1488524666097713,,,1.1898619486016173
charge,[2010.       8.       5.      20.      54.      47.218],4,47,113,114,00114.csv,,,,1.1905909555618794
discharge,[2010.       8.       5.      23.      56.      22.437],4,47,114,115,00115.csv,1.143572986788779,,,1.1804198404543862
charge,[2.0100e+03 8.0000e+00 6.0000e+00 1.0000e+00 1.3000e+01 2.8265e+01],4,47,115,116,00116.csv,,,,1.188600036521992
discharge,[2010.       8.       6.       4.      15.       3.234],4,47,116,117,00117.csv,1.1418015379428537,,,1.1824708752933188
charge,[2010.       8.       6.       5.      31.      48.156],4,47,117,118,00118.csv,,,,1.1893563972101548
discharge,[2010.      8.      6.      8.     33.     24.75],4,47,118,119,00119.csv,1.136058647502255,,,1.1768210412412803
charge,[2010.       8.       6.       9.      49.      49.937],4,47,119,120,00120.csv,,,,1.1801909173618799
discharge,[2010    8    6   12   51   21],4,47,120,121,00121.csv,1.1236364680969286,,,1.1658939733333333
charge,[2010.       8.       6.      14.      43.       7.578],4,47,122,123,00123.csv,,,,1.1597646361284504
discharge,[2010.       8.       6.      18.      20.      37.375],4,47,124,125,00125.csv,1.1320498900328944,,,1.172839680207104
charge,[2010.       8.       6.      19.      36.      20.187],4,47,125,126,00126.csv,,,,1.18461308156501
discharge,[2010.       8.       6.      22.      37.      51.968],4,47,126,127,00127.csv,1.1170101762158153,,,1.158013116887422
charge,[2010.      8.      6.     23.     53.     10.89],4,47,127,128,00128.csv,,,,1.1657556420244042
discharge,[2.0100e+03 8.0000e+00 7.0000e+00 2.0000e+00 5.4000e+01 4.6296e+01],4,47,128,129,00129.csv,1.120043039721982,,,1.16069099965
charge,[2010.       8.       7.       4.       9.      31.812],4,47,129,130,00130.csv,,,,1.1663878818102904
discharge,[2010.       8.       7.       7.      11.       8.671],4,47,130,131,00131.csv,1.1059773445917063,,,1.142595385512346
charge,[2010.       8.       7.       8.      25.      18.796],4,47,131,132,00132.csv,,,,1.1515157446134348
discharge,[2010.       8.       7.      11.      26.      50.984],4,47,132,133,00133.csv,0,,,0.9866570849777777
charge,[2010.       8.       7.      13.       4.      21.953],4,47,134,135,00135.csv,,,,1.0143428702117818
discharge,[2010.       8.      10.      15.      39.      28.921],4,47,136,137,00137.csv,1.1907902374762016,,,1.236872262125903
charge,[2010.       8.      10.      17.      36.      14.109],4,47,138,139,00139.csv,,,,1.2401977267251105
discharge,[2010.      8.     10.     21.     13.     49.64],4,47,140,141,00141.csv,1.2012387088454022,,,1.2384828358050315
charge,[2010.       8.      10.      22.      33.      31.875],4,47,141,142,00142.csv,,,,1.2432453046833853
discharge,[2.010e+03 8.000e+00 1.100e+01 1.000e+00 3.500e+01 2.781e+00],4,47,142,143,00143.csv,1.1906909549024802,,,1.2277389448806983
charge,[2.0100e+03 8.0000e+00 1.1000e+01 2.0000e+00 5.3000e+01 2.2453e+01],4,47,143,144,00144.csv,,,,1.2308312448476908
discharge,[2010.       8.      11.       5.      54.      59.281],4,47,144,145,00145.csv,1.1764375730308343,,,1.2091409216430375
charge,[2010.       8.      11.       7.      12.      27.125],4,47,145,146,00146.csv,,,,1.217662317367526
discharge,[2010.       8.      11.      10.      14.       4.421],4,47,146,147,00147.csv,1.1628110372792353,,,1.2040824976989835
charge,[2010.       8.      11.      11.      31.      14.703],4,47,147,148,00148.csv,,,,1.2112693459350348
discharge,[2010.       8.      11.      14.      32.      46.656],4,47,148,149,00149.csv,1.1516152840582585,,,1.193051296917492
charge,[2010.       8.      11.      16.      25.      13.593],4,47,150,151,00151.csv,,,,1.1893197164657587
discharge,[2010.       8.      12.      12.      34.      22.109],4,47,152,153,00153.csv,1.1583673498348623,,,1.2001087961871342
charge,[2010.      8.     12.     14.     27.     15.14],4,47,154,155,00155.csv,,,,1.211745655960138
discharge,[2010.       8.      12.      18.       4.      47.218],4,47,156,157,00157.csv,1.1692285288386206,,,1.2070307572750636
charge,[2010.       8.      12.      19.      22.      39.406],4,47,157,158,00158.csv,,,,1.2146879181542196
discharge,[2010.       8.      12.      22.      24.      12.484],4,47,158,159,00159.csv,1.1588148476218465,,,1.1961237877792494
charge,[2010.       8.      12.      23.      40.      56.125],4,47,159,160,00160.csv,,,,1.20039424304099
discharge,[2.0100e+03 8.0000e+00 1.3000e+01 2.0000e+00 4.2000e+01 3.2031e+01],4,47,160,161,00161.csv,1.1439588147705457,,,1.1852616970879164
charge,[2010.       8.      13.       3.      58.       7.187],4,47,161,162,00162.csv,,,,1.191474750849641
discharge,[2010.       8.      13.       6.      59.      39.343],4,47,162,163,00163.csv,1.1383941068159398,,,1.1754984650150655
charge,[2010.       8.      13.       8.      14.      54.843],4,47,163,164,00164.csv,,,,1.1806376300368686
discharge,[2010.       8.      13.      11.      16.      29.328],4,47,164,165,00165.csv,0,,,0.6549915731929601
charge,[2010.       8.      13.      12.      27.      18.593],4,47,166,167,00167.csv,,,,0.5963844097265502
discharge,[2010.       8.      16.      10.      57.       7.937],4,47,168,169,00169.csv,1.2213102850395667,,,1.2646926630728204
charge,[2010.       8.      16.      12.      56.      14.546],4,47,170,171,00171.csv,,,,1.2408485476120386
discharge,[2010.       8.      16.      16.      33.      48.968],4,47,172,173,00173.csv,1.2031062978889062,,,1.241225295394803
charge,[2010.       8.      16.      17.      53.      19.203],4,47,173,174,00174.csv,,,,1.245781186366278
discharge,[2010.       8.      16.      20.      54.      56.609],4,47,174,175,00175.csv,1.1897147112197684,,,1.2265651744385966
charge,[2010.       8.      16.      22.      13.       2.812],4,47,175,176,00176.csv,,,,1.2301157605128303
discharge,[2.0100e+03 8.0000e+00 1.7000e+01 1.0000e+00 1.4000e+01 4.2109e+01],4,47,176,177,00177.csv,1.177422568842014,,,1.2145009175678807
charge,[2010    8   17    2   32   20],4,47,177,178,00178.csv,,,,1.2181889795202887
discharge,[2010.       8.      17.       5.      33.      53.718],4,47,178,179,00179.csv,1.158443027293818,,,1.2001144124579122
charge,[2010.       8.      17.       6.      50.      25.203],4,47,179,180,00180.csv,,,,1.2057830609079723
discharge,[2010.       8.      17.       9.      52.       5.375],4,47,180,181,00181.csv,1.1567087516841796,,,1.1900501966411563
charge,[2010.       8.      17.      11.      43.      58.265],4,47,182,183,00183.csv,,,,1.1854188727058916
discharge,[2010.       7.      21.      15.       0.      35.093],4,48,0,369,00369.csv,1.6579955793677608,,,1.66214946711644
charge,[2010.       7.      21.      17.      25.      40.671],4,48,2,371,00371.csv,,,,1.5194768281408253
discharge,[2.0100e+03 7.0000e+00 2.1000e+01 2.1000e+01 2.0000e+00 5.6984e+01],4,48,4,373,00373.csv,1.5076933476098775,,,1.5095039290293968
charge,[2010.       7.      21.      22.      38.      43.484],4,48,5,374,00374.csv,,,,1.5255668525251518
discharge,[2.010e+03 7.000e+00 2.200e+01 1.000e+00 4.000e+01 6.218e+00],4,48,6,375,00375.csv,1.4989223343608031,,,1.5002853165618448
charge,[2010.       7.      22.       3.      14.      53.218],4,48,7,376,00376.csv,,,,1.5169119260046955
discharge,[2010.       7.      22.       6.      16.      21.781],4,48,8,377,00377.csv,1.4782919502497789,,,1.4796418432657121
charge,[2010.       7.      22.       7.      50.      21.625],4,48,9,378,00378.csv,,,,1.4989813999367956
discharge,[2010.       7.      22.      10.      51.      48.203],4,48,10,379,00379.csv,1.461856891390611,,,1.4635015266554219
charge,[2010.       7.      22.      12.      25.       3.656],4,48,11,380,00380.csv,,,,1.4807085161749476
discharge,[2010.       7.      22.      15.      26.      29.359],4,48,12,381,00381.csv,1.4509592706473475,,,1.4528296798100842
charge,[2010.       7.      22.      17.      34.      59.312],4,48,14,383,00383.csv,,,,1.4675776906354496
discharge,[2010.       7.      23.       9.      59.       8.718],4,48,16,385,00385.csv,1.451746997147108,,,1.453578673277642
charge,[2010.      7.     23.     12.      7.     29.25],4,48,18,387,00387.csv,,,,1.4717378793766567
discharge,[2010.       7.      23.      15.      44.      51.671],4,48,20,389,00389.csv,1.444392866287476,,,1.4469233307891878
charge,[2010.       7.      23.      17.      17.      36.625],4,48,21,390,00390.csv,,,,1.4648092590890525
discharge,[2010.       7.      23.      20.      19.       2.359],4,48,22,391,00391.csv,1.432738323965376,,,1.4347586683272828
charge,[2010.       7.      23.      21.      50.      50.578],4,48,23,392,00392.csv,,,,1.450703536147733
discharge,[2010.       7.      24.       0.      52.      14.625],4,48,24,393,00393.csv,1.417241201438662,,,1.4193430165145835
charge,[2.0100e+03 7.0000e+00 2.4000e+01 2.0000e+00 2.3000e+01 2.1453e+01],4,48,25,394,00394.csv,,,,1.4354275843894442
discharge,[2010.       7.      24.       5.      24.      46.453],4,48,26,395,00395.csv,1.4057559944573452,,,1.407453131106061
charge,[2010.       7.      24.       6.      55.      11.046],4,48,27,396,00396.csv,,,,1.421312557563887
discharge,[2010    7   24    9   56   39],4,48,28,397,00397.csv,1.3902706269897063,,,1.391998967262087
charge,[2.010e+03 7.000e+00 2.400e+01 1.200e+01 2.000e+00 2.839e+01],4,48,30,399,00399.csv,,,,1.3996890103537887
discharge,[2010.       7.      27.      16.      12.       5.718],4,48,32,401,00401.csv,1.4196659307880326,,,1.4218724680436607
charge,[2010.       7.      27.      18.      19.       3.281],4,48,34,403,00403.csv,,,,1.4490247082609011
discharge,[2010.       7.      27.      21.      56.      24.312],4,48,36,405,00405.csv,1.4190563985232272,,,1.4214532838501812
charge,[2010.       7.      27.      23.      28.       8.828],4,48,37,406,00406.csv,,,,1.4344591537877052
discharge,[2.0100e+03 7.0000e+00 2.8000e+01 2.0000e+00 2.9000e+01 3.7343e+01],4,48,38,407,00407.csv,1.404272356704056,,,1.4063382562676257
charge,[2010.       7.      28.       4.       0.      28.265],4,48,39,408,00408.csv,,,,1.416190576231164
discharge,[2.0100e+03 7.0000e+00 2.8000e+01 7.0000e+00 1.0000e+00 5.7687e+01],4,48,40,409,00409.csv,1.3916140490958342,,,1.393485157343929
charge,[2010.       7.      28.       8.      31.      35.609],4,48,41,410,00410.csv,,,,1.4054210736612065
discharge,[2.010e+03 7.000e+00 2.800e+01 1.100e+01 3.300e+01 1.828e+00],4,48,42,411,00411.csv,1.3749618350294734,,,1.3770626664545456
charge,[2.010e+03 7.000e+00 2.800e+01 1.300e+01 2.000e+00 8.531e+00],4,48,43,412,00412.csv,,,,1.3882686378730897
discharge,[2010.       7.      28.      16.       3.      39.015],4,48,44,413,00413.csv,1.3545155713071164,,,1.3565624632309945
charge,[2010.       7.      28.      18.       7.      53.906],4,48,46,415,00415.csv,,,,1.363166288032955
discharge,[2010.     7.    28.    21.    45.    15.5],4,48,48,417,00417.csv,1.3440223073315984,,,1.3461186608374704
charge,[2.01e+03 7.00e+00 2.80e+01 2.30e+01 1.30e+01 7.96e-01],4,48,49,418,00418.csv,,,,1.36337590446292
discharge,[2.0100e+03 7.0000e+00 2.9000e+01 2.0000e+00 1.4000e+01 2.9703e+01],4,48,50,419,00419.csv,0,,,0.6540273717371428
charge,[2.0100e+03 7.0000e+00 2.9000e+01 2.0000e+00 5.5000e+01 5.2843e+01],4,48,51,420,00420.csv,,,,0.712799203656032
discharge,[2010.       7.      29.       5.      57.      18.515],4,48,52,421,00421.csv,1.372384475860572,,,1.3750275415143185
charge,[2010.       7.      29.       7.      27.      57.484],4,48,53,422,00422.csv,,,,1.3439826359254752
discharge,[2010.       7.      29.      10.      29.      29.765],4,48,54,423,00423.csv,1.3184105752674413,,,1.3204349635135137
charge,[2010.       7.      29.      11.      56.      11.593],4,48,55,424,00424.csv,,,,1.3296272346732114
discharge,[2010.       7.      29.      14.      57.      39.921],4,48,56,425,00425.csv,1.3112727599578604,,,1.3133900594356167
charge,[2010.       7.      29.      16.      59.      23.625],4,48,58,427,00427.csv,,,,1.3128784691675157
discharge,[2010.       7.      29.      20.      36.      49.093],4,48,60,429,00429.csv,1.2970172419001187,,,1.2990971952462507
charge,[2.0100e+03 7.0000e+00 2.9000e+01 2.2000e+01 2.0000e+00 1.5765e+01],4,48,61,430,00430.csv,,,,1.3131711216560267
discharge,[2.0100e+03 7.0000e+00 3.0000e+01 1.0000e+00 3.0000e+00 4.8203e+01],4,48,62,431,00431.csv,1.2995219526631718,,,1.3011123698233027
charge,[2.0100e+03 7.0000e+00 3.0000e+01 2.0000e+00 2.8000e+01 4.1125e+01],4,48,63,432,00432.csv,,,,1.3112184086838896
discharge,[2010.       7.      30.       5.      30.      13.453],4,48,64,433,00433.csv,1.2826154066729571,,,1.2845435181588858
charge,[2010.       7.      30.       6.      54.      35.109],4,48,65,434,00434.csv,,,,1.293413133184126
discharge,[2010.       7.      30.       9.      56.       7.796],4,48,66,435,00435.csv,1.2752890152407,,,1.2768404023281252
charge,[2010.       7.      30.      11.      19.      35.093],4,48,67,436,00436.csv,,,,1.2850737628806554
discharge,[2010.       7.      30.      14.      21.       3.875],4,48,68,437,00437.csv,1.2735572473264072,,,1.2752260930057142
charge,[2010    7   30   16   20    6],4,48,70,439,00439.csv,,,,1.275183208631046
discharge,[2010.       7.      30.      19.      57.      28.859],4,48,72,441,00441.csv,1.2594114333938535,,,1.2611635767879952
charge,[2010.       7.      30.      21.      20.      14.843],4,48,73,442,00442.csv,,,,1.27594001093494
discharge,[2010.       7.      31.       0.      21.      41.812],4,48,74,443,00443.csv,1.2631632585495876,,,1.2642541903985507
charge,[2.0100e+03 7.0000e+00 3.1000e+01 1.0000e+00 4.3000e+01 5.7734e+01],4,48,75,444,00444.csv,,,,1.2725070354556802
discharge,[2010.       7.      31.       4.      45.      24.171],4,48,76,445,00445.csv,1.2491717310136363,,,1.2506253890570174
charge,[2010.       7.      31.       6.       7.       5.562],4,48,77,446,00446.csv,,,,1.2604062303257044
discharge,[2010.       7.      31.       9.       8.      38.406],4,48,78,447,00447.csv,1.233984347835307,,,1.2351996969786327
charge,[2010.       7.      31.      10.      29.      39.359],4,48,79,448,00448.csv,,,,1.2452527378105973
discharge,[2010.       7.      31.      13.      31.       7.296],4,48,80,449,00449.csv,1.240031992028868,,,1.2412373366188822
charge,[2010.       7.      31.      15.      27.      42.562],4,48,82,451,00451.csv,,,,1.239373778743272
discharge,[2010.       8.       3.      15.      52.      53.046],4,48,84,453,00453.csv,1.30370857198071,,,1.3048287035459494
charge,[2010.       8.       3.      17.      52.      22.375],4,48,86,455,00455.csv,,,,1.3282527652591019
discharge,[2010.       8.       3.      21.      29.      43.953],4,48,88,457,00457.csv,1.315055963470538,,,1.3164173770173118
charge,[2010.       8.       3.      22.      54.      43.062],4,48,89,458,00458.csv,,,,1.3264910446528875
discharge,[2.0100e+03 8.0000e+00 4.0000e+00 1.0000e+00 5.6000e+01 1.2734e+01],4,48,90,459,00459.csv,1.2888738300982074,,,1.2901371458695654
charge,[2010.      8.      4.      3.     19.     23.25],4,48,91,460,00460.csv,,,,1.284510473744076
discharge,[2010.       8.       4.       6.      20.      57.078],4,48,92,461,00461.csv,1.2877137595885193,,,1.2885361167253178
charge,[2010.       8.       4.       7.      43.      19.828],4,48,93,462,00462.csv,,,,1.2965971567923356
discharge,[2010.      8.      4.     10.     44.     49.39],4,48,94,463,00463.csv,1.2673379985315463,,,1.26831397050544
charge,[2010.       8.       4.      12.       6.      28.531],4,48,95,464,00464.csv,,,,1.2767648392678699
discharge,[2010.       8.       4.      15.       7.      58.828],4,48,96,465,00465.csv,1.250594345697306,,,1.2517459608681394
charge,[2010.       8.       4.      17.       4.      33.625],4,48,98,467,00467.csv,,,,1.2535870016172392
discharge,[2010.     8.     4.    20.    41.    59.5],4,48,100,469,00469.csv,1.2487131179395878,,,1.2499726379053373
charge,[2.0100e+03 8.0000e+00 4.0000e+00 2.2000e+01 2.0000e+00 3.3781e+01],4,48,101,470,00470.csv,,,,1.2620993557066045
discharge,[2.010e+03 8.000e+00 5.000e+00 1.000e+00 4.000e+00 3.312e+00],4,48,102,471,00471.csv,1.248002326082933,,,1.2483996103067485
charge,[2.0100e+03 8.0000e+00 5.0000e+00 2.0000e+00 2.3000e+01 3.5171e+01],4,48,103,472,00472.csv,,,,1.2549687033076018
discharge,[2010.       8.       5.       5.      25.       7.906],4,48,104,473,00473.csv,1.2300895244599586,,,1.2304816873065016
charge,[2010.       8.       5.       6.      44.       4.281],4,48,105,474,00474.csv,,,,1.2395790907607152
discharge,[2010.      8.      5.      9.     45.     36.39],4,48,106,475,00475.csv,1.2244197121500935,,,1.2250498830944965
charge,[2010.       8.       5.      11.       4.      13.765],4,48,107,476,00476.csv,,,,1.233286931188349
discharge,[2010.       8.       5.      14.       5.      44.828],4,48,108,477,00477.csv,1.2186682845116386,,,1.2191909407320058
charge,[2010.       8.       5.      15.      59.      42.062],4,48,110,479,00479.csv,,,,1.219154922005584
discharge,[2010.       8.       5.      19.      37.       8.125],4,48,112,481,00481.csv,1.2037865236033616,,,1.2046510836135722
charge,[2010.       8.       5.      20.      54.      47.218],4,48,113,482,00482.csv,,,,1.207438614060797
discharge,[2010.       8.       5.      23.      56.      22.437],4,48,114,483,00483.csv,1.1947642300832226,,,1.1952751105999309
charge,[2.0100e+03 8.0000e+00 6.0000e+00 1.0000e+00 1.3000e+01 2.8265e+01],4,48,115,484,00484.csv,,,,1.2066748304984554
discharge,[2010.       8.       6.       4.      15.       3.234],4,48,116,485,00485.csv,1.2052091893871497,,,1.2053748868352983
charge,[2010.       8.       6.       5.      31.      48.156],4,48,117,486,00486.csv,,,,1.2128710432748178
discharge,[2010.      8.      6.      8.     33.     24.75],4,48,118,487,00487.csv,1.1955746593628465,,,1.195759332615606
charge,[2010.       8.       6.       9.      49.      49.937],4,48,119,488,00488.csv,,,,1.2022756886040888
discharge,[2010    8    6   12   51   21],4,48,120,489,00489.csv,1.1888497102149884,,,1.1893082093023253
charge,[2010.       8.       6.      14.      43.       7.578],4,48,122,491,00491.csv,,,,1.1844475297896484
discharge,[2010.       8.       6.      18.      20.      37.375],4,48,124,493,00493.csv,1.1915605250807406,,,1.191840946919672
charge,[2010.       8.       6.      19.      36.      20.187],4,48,125,494,00494.csv,,,,1.206510341068022
discharge,[2010.       8.       6.      22.      37.      51.968],4,48,126,495,00495.csv,1.1726587153109655,,,1.1730191734435276
charge,[2010.      8.      6.     23.     53.     10.89],4,48,127,496,00496.csv,,,,1.1835568772641394
discharge,[2.0100e+03 8.0000e+00 7.0000e+00 2.0000e+00 5.4000e+01 4.6296e+01],4,48,128,497,00497.csv,1.1841133872494156,,,1.183838588595
charge,[2010.       8.       7.       4.       9.      31.812],4,48,129,498,00498.csv,,,,1.1913619371448865
discharge,[2010.       8.       7.       7.      11.       8.671],4,48,130,499,00499.csv,1.1576825122317769,,,1.15768704895679
charge,[2010.       8.       7.       8.      25.      18.796],4,48,131,500,00500.csv,,,,1.1690733241286437
discharge,[2010.       8.       7.      11.      26.      50.984],4,48,132,501,00501.csv,0,,,0.9856647467156463
charge,[2010.       8.       7.      13.       4.      21.953],4,48,134,503,00503.csv,,,,1.0133147843743318
discharge,[2010.       8.      10.      15.      39.      28.921],4,48,136,505,00505.csv,1.259355851168598,,,1.2600316553147575
charge,[2010.       8.      10.      17.      36.      14.109],4,48,138,507,00507.csv,,,,1.2594825675351684
discharge,[2010.      8.     10.     21.     13.     49.64],4,48,140,509,00509.csv,1.265883375278026,,,1.2657983490370368
charge,[2010.       8.      10.      22.      33.      31.875],4,48,141,510,00510.csv,,,,1.2735565805262903
discharge,[2.010e+03 8.000e+00 1.100e+01 1.000e+00 3.500e+01 2.781e+00],4,48,142,511,00511.csv,1.2472598673184119,,,1.2469355510794162
charge,[2.0100e+03 8.0000e+00 1.1000e+01 2.0000e+00 5.3000e+01 2.2453e+01],4,48,143,512,00512.csv,,,,1.2543173139899033
discharge,[2010.       8.      11.       5.      54.      59.281],4,48,144,513,00513.csv,1.232808747256218,,,1.2324863096370848
charge,[2010.       8.      11.       7.      12.      27.125],4,48,145,514,00514.csv,,,,1.2437301916939312
discharge,[2010.       8.      11.      10.      14.       4.421],4,48,146,515,00515.csv,1.2319592783041904,,,1.2315884951655773
charge,[2010.       8.      11.      11.      31.      14.703],4,48,147,516,00516.csv,,,,1.240050602269915
discharge,[2010.       8.      11.      14.      32.      46.656],4,48,148,517,00517.csv,1.220785786262778,,,1.2205946549094242
charge,[2010.       8.      11.      16.      25.      13.593],4,48,150,519,00519.csv,,,,1.2196626337492218
discharge,[2010.       8.      12.      12.      34.      22.109],4,48,152,521,00521.csv,1.2275441303266783,,,1.2277181905380117
charge,[2010.      8.     12.     14.     27.     15.14],4,48,154,523,00523.csv,,,,1.239889119155642
discharge,[2010.       8.      12.      18.       4.      47.218],4,48,156,525,00525.csv,1.2386788414290355,,,1.238803970748462
charge,[2010.       8.      12.      19.      22.      39.406],4,48,157,526,00526.csv,,,,1.2487282977534913
discharge,[2010.       8.      12.      22.      24.      12.484],4,48,158,527,00527.csv,1.2283577755407058,,,1.227973174076527
charge,[2010.       8.      12.      23.      40.      56.125],4,48,159,528,00528.csv,,,,1.2353283204887489
discharge,[2.0100e+03 8.0000e+00 1.3000e+01 2.0000e+00 4.2000e+01 3.2031e+01],4,48,160,529,00529.csv,1.2095481507570451,,,1.2089010713236066
charge,[2010.       8.      13.       3.      58.       7.187],4,48,161,530,00530.csv,,,,1.2191298406033844
discharge,[2010.       8.      13.       6.      59.      39.343],4,48,162,531,00531.csv,1.2082142070681048,,,1.207497097817137
charge,[2010.       8.      13.       8.      14.      54.843],4,48,163,532,00532.csv,,,,1.2141558889870665
discharge,[2010.       8.      13.      11.      16.      29.328],4,48,164,533,00533.csv,0,,,0.6433481268969464
charge,[2010.       8.      13.      12.      27.      18.593],4,48,166,535,00535.csv,,,,0.5981283954203761
